episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated
88,1260.0,675,52531,0.1,0.07619366998828593,152.44023825001204,True,False
89,780.0,609,53140,0.1,0.07727349195264134,154.2140567920287,True,False
90,480.0,397,53537,0.1,0.08294272488641619,155.37706525000976,True,False
91,550.0,516,54053,0.1,0.0732662040133809,156.87447758304188,True,False
92,790.0,1023,55076,0.1,0.09172951979053323,159.82632754201768,True,False
93,280.0,444,55520,0.1,0.09709111315005266,161.11718341702363,True,False
94,440.0,455,55975,0.1,0.08242571195669934,162.44024629204068,True,False
95,700.0,588,56563,0.1,0.08697374543922694,164.14185166702373,True,False
96,400.0,487,57050,0.1,0.08502895139218843,165.56219854200026,True,False
97,390.0,461,57511,0.1,0.09094508150997369,166.9207649169839,True,False
98,200.0,274,57785,0.1,0.07963501821285572,167.77117316698423,True,False
99,570.0,681,58466,0.1,0.08183269191204626,169.7486565830186,True,False
100,1200.0,789,59255,0.1,0.07969567355543829,172.0299536670209,True,False
101,750.0,623,59878,0.1,0.09055702527387975,174.71100629202556,True,False
102,780.0,653,60531,0.1,0.08895360930405695,176.61556604201905,True,False
103,410.0,582,61113,0.1,0.09102135408695226,178.3036522080074,True,False
104,1330.0,874,61987,0.1,0.09637622251987048,180.8095345000038,True,False
105,480.0,480,62467,0.1,0.10214589240495116,182.20743379200576,True,False
106,550.0,417,62884,0.1,0.09425164828343051,183.42995491699548,True,False
107,950.0,909,63793,0.1,0.09129113715043546,186.0595937499893,True,False
108,500.0,426,64219,0.1,0.09199563529834433,187.2854123750003,True,False
109,750.0,685,64904,0.1,0.08905645832419395,189.3370710000163,True,False
110,840.0,724,65628,0.1,0.0958023256575946,191.43574058299419,True,False
111,600.0,487,66115,0.1,0.08813826557371982,192.84690041700378,True,False
112,530.0,620,66735,0.1,0.09917290455271159,194.6646566670388,True,False
113,440.0,445,67180,0.1,0.0956892389305202,195.97761491703568,True,False
114,510.0,481,67661,0.1,0.10957116016652435,197.3772220420069,True,False
115,510.0,494,68155,0.1,0.10547214997099424,198.79982487502275,True,False
116,2040.0,869,69024,0.1,0.10070083164738132,201.32898175000446,True,False
117,2360.0,961,69985,0.1,0.09520333096540222,204.14744587498717,True,False
118,570.0,459,70444,0.1,0.09985794071917949,205.4746362500009,True,False
119,1020.0,879,71323,0.1,0.09746187470308994,208.03324116702424,True,False
120,720.0,598,71921,0.1,0.10309631425266465,209.78077412501443,True,False
121,760.0,796,72717,0.1,0.10477330589002401,212.07703637500526,True,False
122,440.0,543,73260,0.1,0.10272475323804162,213.65665104199434,True,False
123,1210.0,578,73838,0.1,0.10249068117183116,215.32882970798528,True,False
124,430.0,512,74350,0.1,0.0971759768872289,216.8175948749995,True,False
125,560.0,531,74881,0.1,0.09633135200387105,218.3613958330243,True,False
126,1340.0,895,75776,0.1,0.10077326024267157,221.76480279199313,True,False
127,720.0,685,76461,0.1,0.11614485186312282,223.74023570801364,True,False
128,1800.0,877,77338,0.1,0.09924620372077374,226.306745333015,True,False
129,1150.0,808,78146,0.1,0.0947400855250878,228.65486866701394,True,False
130,830.0,671,78817,0.1,0.10872952749819628,230.60404166701483,True,False
131,1070.0,802,79619,0.1,0.1152242433000356,232.90681708301418,True,False
132,680.0,642,80261,0.1,0.11040940008455923,234.7909033750184,True,False
133,1110.0,892,81153,0.1,0.10682722672218699,237.3708209170145,True,False
134,780.0,651,81804,0.1,0.1118596885696145,239.25370591698447,True,False
135,1390.0,1037,82841,0.1,0.10199485117260323,242.23703116702382,True,False
136,1030.0,1002,83843,0.1,0.11101418779417872,245.11484183301218,True,False
137,1310.0,904,84747,0.1,0.10361036718452135,247.73979308299022,True,False
138,770.0,636,85383,0.1,0.11671991984846082,249.58912337501533,True,False
139,920.0,670,86053,0.1,0.1017057460599712,251.5396693330258,True,False
140,1320.0,730,86783,0.1,0.09772591597840681,253.63952737499494,True,False
141,990.0,719,87502,0.1,0.11084091424321135,255.72713583300356,True,False
142,650.0,564,88066,0.1,0.10807031958449817,257.37184333300684,True,False
143,920.0,604,88670,0.1,0.11247389281279599,259.1262950000237,True,False
144,1040.0,713,89383,0.1,0.10706706714994285,261.20355533302063,True,False
145,1000.0,972,90355,0.1,0.10115420349218228,264.0193885419867,True,False
146,660.0,555,90910,0.1,0.1108604359085397,265.6346650000196,True,False
147,630.0,597,91507,0.1,0.11272185592093324,267.38348037499236,True,False
148,800.0,769,92276,0.1,0.11477980049510385,269.5984952499857,True,False
149,1020.0,763,93039,0.1,0.09726974017133838,271.8041060420219,True,False
150,2010.0,569,93608,0.1,0.11069566368327274,273.4621854170109,True,False
151,470.0,480,94088,0.1,0.10930310563805203,275.79831462498987,True,False
152,460.0,387,94475,0.1,0.10874750934696446,276.93914545798907,True,False
153,480.0,457,94932,0.1,0.09323040012108243,278.2840970000252,True,False
154,550.0,458,95390,0.1,0.10746940575017218,279.60421462502563,True,False
155,630.0,510,95900,0.1,0.11806153056386393,281.0820714579895,True,False
156,1130.0,898,96798,0.1,0.11376355113212153,283.66646870801924,True,False
157,360.0,415,97213,0.1,0.10157166550365779,284.88215262501035,True,False
158,440.0,406,97619,0.1,0.11019368478936134,286.0640265420079,True,False
159,370.0,543,98162,0.1,0.11446168187403065,287.6510277080233,True,False
160,720.0,717,98879,0.1,0.11600398411193873,289.71543620800367,True,False
161,710.0,649,99528,0.1,0.09887234426669182,291.6056936670211,True,False
162,690.0,635,100163,0.1,0.10919803385681744,293.4364276250126,True,False
163,850.0,529,100692,0.1,0.12959703128028632,294.97286654199706,True,False
164,360.0,453,101145,0.1,0.11352842246734463,296.29377158300485,True,False
165,960.0,646,101791,0.1,0.10786374731232291,298.15923033299623,True,False
166,520.0,558,102349,0.1,0.12344406581084644,299.79051058302866,True,False
167,410.0,552,102901,0.1,0.1178352406680368,301.4025653330027,True,False
168,480.0,491,103392,0.1,0.12128590388087238,302.8395619170042,True,False
169,600.0,439,103831,0.1,0.1452672799040965,304.12996737501817,True,False
170,810.0,821,104652,0.1,0.12393347158105773,306.5640429999912,True,False
171,490.0,527,105179,0.1,0.12943908009137817,308.0959464170155,True,False
172,570.0,615,105794,0.1,0.12282512344226434,309.8869804579881,True,False
173,670.0,655,106449,0.1,0.1229949150257176,311.7914988329867,True,False
174,880.0,631,107080,0.1,0.13058743950073856,313.62557020800887,True,False
175,1060.0,669,107749,0.1,0.12056064657019284,315.56610766699305,True,False
176,640.0,530,108279,0.1,0.13239485101605003,318.15934745798586,True,False
177,600.0,665,108944,0.1,0.1218185093432308,320.09095612500096,True,False
178,270.0,448,109392,0.1,0.11325866439645844,321.4019585000351,True,False
179,760.0,619,110011,0.1,0.13190812673177812,323.2300157499849,True,False
180,660.0,554,110565,0.1,0.11407887157079556,324.8466523329844,True,False
181,490.0,478,111043,0.1,0.15096335204615563,326.23970174998976,True,False
182,570.0,504,111547,0.1,0.14229313943475957,327.7184714580071,True,False
183,580.0,863,112410,0.1,0.1160943266780426,330.2222967920243,True,False
184,610.0,546,112956,0.1,0.14269114326495325,331.8162384580355,True,False
185,190.0,282,113238,0.1,0.10481114701500961,332.64269579201937,True,False
186,510.0,504,113742,0.1,0.13835853580681104,334.1094954580185,True,False
187,500.0,425,114167,0.1,0.15236812613834189,335.35456320800586,True,False
188,1270.0,782,114949,0.1,0.13547389064820445,337.6058170000324,True,False
189,820.0,597,115546,0.1,0.10530655997361513,339.3449581669993,True,False
190,1080.0,759,116305,0.1,0.13175521914994245,341.5426490830141,True,False
191,820.0,714,117019,0.1,0.15403776715268916,343.6119525000104,True,False
192,1020.0,815,117834,0.1,0.13007710412984677,345.9722395830322,True,False
193,260.0,342,118176,0.1,0.1314384937286377,346.98119829199277,True,False
194,450.0,504,118680,0.1,0.15066671569550794,348.458638333017,True,False
195,510.0,641,119321,0.1,0.10440708653768524,350.32131383300293,True,False
196,690.0,585,119906,0.1,0.13155295309444812,352.0243569579907,True,False
197,680.0,680,120586,0.1,0.13034846673116965,354.0044242920121,True,False
198,460.0,580,121166,0.1,0.14069565308505091,355.6845303750015,True,False
199,810.0,645,121811,0.1,0.11929991598362508,357.55430454201996,True,False
200,1040.0,842,122653,0.1,0.12185605109550095,359.9937512920005,True,False
